COD_MUNIC7_tbProjPopTCU;COD_REG;COD_UF_tbProjPopTCU;COD_MUNIC_tbProjPopTCU;POPULACAO_ESTIMADA _tbProjPopTCU;AREA_MUN;DENSIDADE_POP;capital_tbMunLatLong;latitude_tbMunLatLong;longitude_tbMunLatLong;CENTRAL_DE_ABASTECIMENTO;CENTRAL_DE_GESTAO_EM_SAUDE;CENTRAL_DE_NOTIFICACAO_CAPTACAO_E_DISTRIB_DE_ORGAOS_ESTADUAL;CENTRAL_DE_REGULACAO_DE_SERVICOS_DE_SAUDE;CENTRAL_DE_REGULACAO_DO_ACESSO;CENTRAL_DE_REGULACAO_MEDICA_DAS_URGENCIAS;CENTRO_DE_APOIO_A_SAUDE_DA_FAMILIA;CENTRO_DE_ATENCAO_HEMOTERAPIA_E_OU_HEMATOLOGICA;CENTRO_DE_ATENCAO_PSICOSSOCIAL;CENTRO_DE_IMUNIZACAO;CENTRO_DE_PARTO_NORMAL_-_ISOLADO;CENTRO_DE_SAUDE_UNIDADE_BASICA;CLINICA_CENTRO_DE_ESPECIALIDADE;CONSULTORIO_ISOLADO;COOPERATIVA_OU_EMPRESA_DE_CESSAO_DE_TRABALHADORES_NA_SAUDE;FARMACIA;HOSPITAL_ESPECIALIZADO;HOSPITAL_GERAL;HOSPITAL_DIA_-_ISOLADO;LABORATORIO_CENTRAL_DE_SAUDE_PUBLICA_LACEN;LABORATORIO_DE_SAUDE_PUBLICA;OFICINA_ORTOPEDICA;POLICLINICA;POLO_ACADEMIA_DA_SAUDE;POLO_DE_PREVENCAO_DE_DOENCAS_E_AGRAVOS_E_PROMOCAO_DA_SAUDE;POSTO_DE_SAUDE;PRONTO_ATENDIMENTO;PRONTO_SOCORRO_ESPECIALIZADO;PRONTO_SOCORRO_GERAL;SERVICO_DE_ATENCAO_DOMICILIAR_ISOLADO_HOMECARE;TELESSAUDE;UNIDADE_DE_APOIO_DIAGNOSE_E_TERAPIA_ISOLADO;UNIDADE_DE_ATENCAO_A_SAUDE_INDIGENA;UNIDADE_DE_ATENCAO_EM_REGIME_RESIDENCIAL;UNIDADE_DE_VIGILANCIA_EM_SAUDE;UNIDADE_MISTA;UNIDADE_MOVEL_DE_NIVEL_PREHOSPITALAR_NA_AREA_DE_URGENCIA;UNIDADE_MOVEL_FLUVIAL;UNIDADE_MOVEL_TERRESTRE;QT_UNIDADES_BASICAS;QT_EXIST_LEITOS_rlEstabComplementar
3300233;3;33;233;40532;70.97800000000002;571.0501845642311;0;-22.7528;-41.8846;0;1;0;0;0;0;0;0;1;0;0;17;7;12;0;0;0;1;0;0;0;0;3;0;0;1;1;0;0;0;0;9;0;0;1;0;0;0;0;54;54.0
3300258;3;33;258;30349;152.105;199.5266427796588;0;-22.9774;-42.0267;0;1;0;0;0;0;1;0;1;0;0;8;6;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;26;94.0
3300308;3;33;308;100374;584.61;171.69394981269562;0;-22.4715;-43.8269;0;1;0;0;1;0;0;0;3;0;0;25;19;105;0;5;2;3;1;0;0;0;26;0;0;0;0;0;1;1;0;11;0;0;1;0;2;0;1;208;332.0
3300407;3;33;407;184412;547.133;337.05150301663394;0;-22.5481;-44.1752;0;1;0;0;3;0;0;0;4;0;0;42;43;256;0;4;6;3;0;0;0;0;2;0;0;9;2;1;0;0;0;50;0;0;3;0;6;0;2;437;437.0
3300456;3;33;456;510906;78.985;6468.392732797367;0;-22.764;-43.3992;0;1;0;0;1;0;0;0;3;0;0;37;39;40;0;4;4;2;0;0;0;0;20;5;0;1;1;0;0;0;0;21;0;0;3;1;4;0;2;189;393.0
3300506;3;33;506;27446;382.43;71.76738226603561;0;-22.1545;-42.4251;0;1;0;0;0;0;1;1;1;0;0;11;5;17;0;3;0;0;0;0;0;0;1;0;0;5;0;0;1;0;0;5;0;0;1;0;0;0;1;54;67.0
3300605;3;33;605;37096;596.659;62.1728659083329;0;-21.1449;-41.6822;0;2;0;0;1;0;1;0;1;0;0;26;2;86;0;0;1;2;0;0;0;0;11;0;0;1;0;0;1;1;0;23;0;0;1;1;0;0;1;162;518.0
3300704;3;33;704;219863;413.575;531.6157891555341;0;-22.8894;-42.0286;0;2;0;1;1;0;0;0;4;0;0;5;38;259;0;0;3;9;0;0;1;0;8;0;0;30;3;0;1;3;0;36;0;0;1;0;0;0;0;405;649.0
3300803;3;33;803;58937;954.749;61.73036054502283;0;-22.4658;-42.6523;0;1;0;0;0;0;1;0;1;0;0;30;14;39;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;8;0;0;4;0;1;0;0;104;109.0
3300902;3;33;902;15505;558.281;27.7727524311234;0;-21.5691;-41.9187;0;1;0;0;1;0;0;0;0;0;0;7;4;4;0;0;0;1;0;0;0;0;1;2;0;5;0;0;1;0;0;0;0;0;0;0;0;0;1;28;50.0
3300936;3;33;936;16301;307.388;53.03069735968874;0;-22.1821;-41.663000000000004;0;1;0;0;1;0;0;0;1;0;0;0;8;1;0;1;0;0;0;0;1;0;0;0;0;4;1;0;0;0;0;1;0;0;2;0;0;0;0;22;0.0
3300951;3;33;951;8561;108.639;78.80227174403298;0;-22.0404;-43.214;0;1;0;0;1;0;1;0;1;0;0;4;5;0;0;0;0;0;0;0;0;0;1;2;0;4;1;0;0;0;0;3;0;0;2;0;1;0;0;27;0.0
3301009;3;33;1009;507548;4031.989;125.88030374090802;0;-21.7622;-41.3181;1;1;0;0;3;0;0;2;5;0;0;80;129;702;0;1;6;12;1;0;0;0;85;1;0;4;8;1;0;7;0;57;0;0;3;0;0;0;6;1115;2256.0
3301108;3;33;1108;20172;746.928;27.006619111882273;0;-21.9797;-42.3664;0;1;0;0;0;0;0;0;1;0;0;8;4;27;0;0;0;1;0;0;0;0;2;1;0;3;0;0;0;0;0;8;0;0;0;0;1;0;1;58;83.0
3301157;3;33;1157;12823;522.596;24.53711853898614;0;-21.4846;-41.6165;0;1;0;0;0;0;0;0;0;0;0;6;4;1;0;0;0;0;0;0;0;0;2;0;0;4;0;0;1;0;0;0;0;0;1;0;0;0;1;21;0.0
3301207;3;33;1207;18895;306.513;61.645019950214184;0;-21.930999999999997;-42.6046;0;1;0;0;0;0;0;0;3;0;0;6;12;8;0;0;1;1;0;0;0;0;1;0;0;6;0;0;0;0;0;6;0;0;1;0;1;0;1;48;322.0
3301306;3;33;1306;44184;462.918;95.44670978445428;0;-22.4812;-42.2066;0;1;0;0;0;0;0;0;1;0;0;12;8;18;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;11;0;0;1;0;1;0;1;59;84.0
3301405;3;33;1405;23228;349.211;66.51565958689731;0;-22.0834;-41.8719;0;1;0;0;2;0;0;0;1;0;0;3;5;8;0;0;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;7;0;0;1;0;0;0;0;40;52.0
3301504;3;33;1504;21926;113.32;193.48746911401344;0;-22.0267;-42.3648;0;1;0;1;0;0;0;0;2;0;0;7;3;20;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;29;0;0;0;0;0;0;0;67;104.0
3301603;3;33;1603;11492;378.964;30.32478019020276;0;-22.0536;-42.5232;0;1;0;0;0;0;0;0;1;0;0;4;4;6;0;1;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;4;0;0;0;0;0;0;0;32;16.0
3301702;3;33;1702;919596;467.072;1968.852767881612;0;-22.7858;-43.3049;2;1;0;0;2;0;0;1;4;0;0;57;204;379;0;0;8;14;1;0;0;0;28;0;0;30;5;0;6;2;0;70;0;0;2;0;10;0;4;830;2271.0
3301801;3;33;1801;14002;139.816;100.14590604794873;0;-22.5498;-43.6827;0;1;0;0;0;0;1;0;1;0;0;6;3;0;0;2;0;1;0;0;0;0;2;0;0;5;0;0;1;0;0;2;0;0;1;0;1;0;1;28;32.0
3301850;3;33;1850;60517;358.4430000000001;168.83298041808598;0;-22.5347;-42.9895;0;1;0;0;0;0;0;0;2;0;0;4;11;8;0;1;1;1;1;0;1;0;2;0;1;5;0;0;0;0;0;7;0;0;1;0;1;0;1;49;138.0
3301876;3;33;1876;28310;50.543;560.1171279900283;0;-22.8495;-42.2299;0;1;0;0;1;0;0;0;1;0;0;9;10;11;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;3;0;0;0;0;0;0;0;42;0.0
3301900;3;33;1900;240592;430.4380000000001;558.9469331239342;0;-22.7565;-42.8639;0;1;0;0;3;0;5;0;4;0;0;43;27;117;0;1;1;3;1;0;1;0;6;0;1;1;2;0;0;1;0;37;0;0;12;0;2;0;3;272;333.0
3302007;3;33;2007;133019;273.414;486.51129788525833;0;-22.8636;-43.7798;0;1;0;0;1;0;0;0;3;0;0;38;48;70;0;2;1;2;0;0;2;0;6;0;0;3;1;0;1;0;0;5;0;0;1;0;2;0;1;188;282.0
3302056;3;33;2056;15207;291.718;52.12911099075134;0;-21.4296;-41.7014;0;1;0;0;0;0;0;0;1;0;0;4;7;1;0;0;0;2;0;0;0;0;0;1;0;3;1;0;0;0;0;2;0;0;1;0;0;0;1;25;128.0
3302106;3;33;2106;23234;433.397;53.60904667083528;0;-21.6748;-42.0758;0;1;0;0;1;0;0;0;1;0;0;4;7;3;0;0;0;2;0;0;0;0;7;1;0;8;0;0;0;0;0;6;0;0;1;0;0;0;0;42;77.0
3302205;3;33;2205;103224;1106.169;93.31666318618583;0;-21.1997;-41.8799;0;2;0;1;2;0;2;0;3;0;0;23;54;293;0;3;0;4;1;1;0;0;8;0;0;2;1;0;1;2;0;24;0;0;2;0;0;0;5;434;705.0
3302254;3;33;2254;31805;241.035;131.95179123363826;0;-22.4897;-44.5675;0;1;0;0;0;0;1;0;1;0;0;9;7;19;0;0;1;1;0;0;0;0;4;0;0;2;0;0;0;0;0;6;0;0;1;0;1;0;0;54;102.0
3302270;3;33;2270;104768;81.697;1282.3971504461608;0;-22.6435;-43.6602;0;1;0;0;0;0;1;0;1;0;0;14;6;1;0;1;0;0;0;0;0;0;4;2;0;0;0;0;1;0;0;3;0;0;0;0;4;0;2;41;0.0
3302304;3;33;2304;7355;253.556;29.007398760037237;0;-21.2091;-42.1271;0;1;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;14;30.0
3302403;3;33;2403;256672;1215.485;211.168381345718;0;-22.3768;-41.7848;0;1;0;0;1;1;1;2;3;0;0;46;117;562;0;3;1;5;0;0;0;0;15;0;2;5;2;1;1;2;0;118;0;0;4;0;8;0;1;902;653.0
3302452;3;33;2452;5599;77.719;72.0415857126314;0;-21.9813;-42.2533;0;1;0;0;0;0;0;0;1;0;0;3;0;4;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;15;0.0
3302502;3;33;2502;245071;390.775;627.1409378798543;0;-22.6632;-43.0315;0;1;0;0;0;1;0;0;4;0;0;66;42;61;0;3;2;4;0;0;0;0;3;0;0;4;1;0;4;0;0;30;0;0;1;0;3;0;1;231;508.0
3302601;3;33;2601;44468;358.5630000000001;124.01725777617878;0;-22.9594;-44.0409;2;0;0;0;1;0;1;0;1;0;0;18;5;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;43;62.0
3302700;3;33;2700;161207;361.572;445.85034239376955;0;-22.9354;-42.8246;0;1;0;0;1;0;0;0;3;0;0;24;28;56;0;0;0;2;0;0;0;0;1;0;0;5;2;0;1;1;0;14;0;0;2;0;3;0;2;146;136.0
3302809;3;33;2809;18614;95.324;195.2708656791574;0;-22.5245;-43.7312;0;1;0;0;0;0;0;0;1;0;0;12;9;17;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;47;28.0
3302858;3;33;2858;176103;41.49;4244.468546637744;0;-22.8028;-43.4601;0;1;0;0;1;0;0;0;3;0;0;25;16;17;0;4;1;1;0;0;0;0;4;1;0;0;1;0;0;0;0;8;0;0;1;0;4;0;3;91;178.0
3302908;3;33;2908;25538;287.933;88.69424484168192;0;-22.4572;-43.4803;0;1;0;0;1;0;1;0;1;0;0;10;7;40;0;2;0;1;0;0;0;0;11;0;0;9;0;0;0;0;0;15;0;0;2;0;1;0;1;103;102.0
3303005;3;33;3005;27174;303.244;89.6110063183443;0;-21.4148;-42.1938;0;1;0;0;1;0;0;1;1;0;0;13;14;18;0;0;0;2;0;0;0;0;1;1;0;2;0;0;1;0;0;4;0;0;0;0;0;0;0;60;82.0
3303104;3;33;3104;15317;387.073;39.571347006895344;0;-21.039;-41.9697;0;1;0;0;0;0;0;0;1;0;0;7;5;20;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;46;50.0
3303203;3;33;3203;162485;19.393;8378.538647965759;0;-22.8057;-43.4233;0;1;0;0;0;0;0;0;2;0;0;14;34;160;0;1;4;2;0;0;0;0;8;0;0;4;1;0;0;0;0;28;0;0;1;0;3;0;0;263;437.0
3303302;3;33;3302;513584;133.757;3839.679418647248;0;-22.8832;-43.1034;3;1;0;0;2;1;0;0;5;0;0;21;258;1662;0;1;19;19;4;0;1;1;31;0;1;35;4;1;0;16;0;173;0;0;1;0;9;0;5;2274;3282.0
3303401;3;33;3401;190631;935.429;203.78991885006766;0;-22.2932;-42.5377;0;2;0;0;1;0;0;3;3;0;0;25;52;433;0;0;2;4;0;0;0;0;9;0;0;1;1;0;0;2;0;21;0;0;1;0;0;0;3;563;735.0
3303500;3;33;3500;821128;520.807;1576.6454751952258;0;-22.7556;-43.4603;0;1;1;0;1;1;0;0;3;0;0;57;116;652;0;0;6;6;0;0;0;0;55;0;0;2;7;2;0;1;1;86;0;0;0;0;11;0;2;1011;1306.0
3303609;3;33;3609;52257;190.949;273.66993280928415;0;-22.6078;-43.7108;0;1;0;0;0;0;2;0;15;0;0;13;14;21;0;2;2;3;0;0;0;0;0;0;0;5;0;1;0;0;0;14;0;0;2;0;2;0;1;98;820.0
3303708;3;33;3708;44285;571.118;77.54089347560398;0;-22.1585;-43.303999999999995;0;1;0;0;0;0;0;1;2;0;0;20;16;35;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;7;0;0;1;0;1;0;0;89;130.0
3303807;3;33;3807;43165;924.296;46.700407661614896;0;-23.2221;-44.7175;0;1;0;0;1;0;0;0;1;0;0;18;5;16;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;0;3;0;0;53;38.0
3303856;3;33;3856;27769;314.341;88.34036921686959;0;-22.4309;-43.4285;0;1;0;0;0;0;0;0;1;0;0;9;2;11;0;0;0;0;0;0;1;0;1;0;0;7;0;0;0;0;0;8;0;0;1;0;1;0;0;43;0.0
3303906;3;33;3906;306191;791.1439999999999;387.0230956690565;0;-22.52;-43.1926;0;1;0;0;2;1;0;0;4;0;0;43;70;342;4;1;4;7;2;0;0;0;39;4;0;10;2;0;1;7;0;49;0;0;4;0;5;0;4;606;1890.0
3303955;3;33;3955;25156;82.25399999999998;305.8331509713814;0;-22.5172;-44.0022;0;1;0;0;0;0;0;0;2;0;0;9;6;5;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;2;0;2;0;0;1;0;2;0;0;34;32.0
3304003;3;33;4003;29277;490.255;59.71790190819063;0;-22.6215;-43.9081;0;1;0;0;1;0;0;0;1;0;0;10;6;19;0;1;0;1;0;0;1;0;1;1;0;2;1;0;0;0;0;2;0;0;1;0;2;0;0;51;61.0
3304102;3;33;4102;18847;291.847;64.57835783818234;0;-20.9632;-42.0465;0;1;0;0;0;0;1;0;1;0;0;11;4;25;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;8;0;0;1;1;0;0;0;56;65.0
3304110;3;33;4110;19683;50.892;386.76019806649384;0;-22.4175;-44.2952;0;1;0;0;0;0;1;0;1;0;0;7;5;17;0;1;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;43;52.0
3304128;3;33;4128;14302;284.826;50.21311256697072;0;-22.4045;-44.2597;0;1;0;1;0;0;0;0;1;0;0;4;5;7;0;0;1;1;0;0;0;0;1;1;0;2;0;0;0;0;0;2;0;0;0;0;1;0;1;29;194.0
3304144;3;33;4144;150319;75.70100000000002;1985.693716067159;0;-22.7102;-43.5518;0;1;0;0;1;0;0;0;2;0;0;18;18;13;0;2;2;0;0;0;0;0;11;0;0;0;1;0;1;0;0;4;0;0;2;0;2;0;0;78;149.0
3304151;3;33;4151;24700;709.3969999999998;34.818303432351705;0;-22.1031;-41.4693;0;1;0;0;1;0;0;0;1;0;0;9;4;2;0;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;1;0;0;0;1;28;82.0
3304201;3;33;4201;131341;1099.336;119.47302735469412;0;-22.4705;-44.4509;0;1;0;0;1;0;0;2;3;2;0;32;53;345;0;3;2;7;1;0;0;0;6;1;0;2;2;0;0;0;0;40;0;0;2;0;2;0;0;507;481.0
3304300;3;33;4300;60201;459.458;131.02612208297606;0;-22.7181;-42.6276;0;1;0;0;1;0;0;1;1;0;0;19;15;46;0;1;1;1;0;0;0;0;13;0;0;2;1;0;0;0;0;23;0;0;1;2;4;0;0;133;565.0
3304409;3;33;4409;18529;846.797;21.88127733093055;0;-22.72;-44.1419;0;2;0;0;1;0;1;0;1;0;0;12;2;8;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;2;0;2;0;1;39;42.0
3304508;3;33;4508;9284;478.783;19.39083050150068;0;-22.1692;-43.5856;0;1;0;0;1;0;0;0;1;0;0;4;3;0;0;1;0;1;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;2;0;1;0;0;21;21.0
3304524;3;33;4524;150674;228.044;660.7233691743699;0;-22.5174;-41.9475;0;1;0;0;1;0;0;0;1;0;0;13;44;116;0;1;0;4;1;0;0;0;14;0;0;0;0;0;0;1;0;43;0;0;2;0;0;0;0;242;112.0
3304557;3;33;4557;6718903;1200.255;5597.896280373752;1;-22.9129;-43.2003;4;16;3;0;4;1;0;21;36;4;1;355;2592;8422;3;4;100;172;25;0;14;2;118;13;2;3;33;7;9;48;2;907;0;0;12;2;86;0;6;13027;27691.0
3304607;3;33;4607;10404;811.454;12.821429187606444;0;-21.9547;-42.0098;0;1;0;0;0;0;0;0;1;0;0;4;0;3;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;7;0;0;0;0;0;0;0;27;23.0
3304706;3;33;4706;42479;603.633;70.37222948380887;0;-21.541;-42.1832;0;1;0;0;0;0;0;1;1;0;0;25;11;17;0;0;0;3;0;0;0;0;1;0;0;2;0;0;0;1;0;12;0;0;0;0;0;0;0;75;176.0
3304755;3;33;4755;42205;1118.037;37.749197924576734;0;-21.4702;-41.1091;0;1;0;0;1;0;0;0;1;0;0;17;7;7;0;1;0;1;0;0;0;0;8;1;0;3;2;0;0;1;0;2;0;0;0;0;0;0;3;56;26.0
3304805;3;33;4805;38669;1034.893;37.36521553435959;0;-21.6551;-41.756;0;1;0;0;1;0;0;0;2;0;0;8;13;11;0;1;0;2;0;0;0;0;3;2;0;8;0;0;0;0;0;7;0;0;1;0;0;0;2;62;177.0
3304904;3;33;4904;1084839;248.16;4371.530464216635;0;-22.8268;-43.0634;0;1;0;0;2;0;0;1;6;0;0;52;50;485;0;1;9;19;3;0;0;0;62;6;0;106;4;2;0;3;0;170;0;0;1;0;9;0;13;1005;2279.0
3305000;3;33;5000;36102;452.894;79.71401696644247;0;-21.638;-41.0446;0;1;0;1;1;0;0;0;1;0;0;15;11;9;0;2;0;1;0;0;0;0;8;0;1;0;0;0;5;1;0;1;0;0;1;0;0;0;1;60;40.0
3305109;3;33;5109;472406;35.216;13414.527487505678;0;-22.8058;-43.3729;0;1;0;0;0;0;0;0;3;0;0;18;59;153;0;1;5;5;1;0;0;0;20;0;0;0;2;1;1;1;0;43;0;0;1;0;8;0;2;325;1241.0
3305133;3;33;5133;7171;249.688;28.719842363269358;0;-21.3661;-41.9511;0;1;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10;0.0
3305158;3;33;5158;21795;220.063;99.03982041506296;0;-22.1525;-42.9327;0;1;0;0;1;0;0;0;1;0;0;8;6;11;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;4;0;0;1;0;1;0;0;38;57.0
3305208;3;33;5208;104476;332.922;313.81524801605184;0;-22.8429;-42.1026;1;1;0;0;1;0;0;0;1;0;0;25;26;26;0;1;0;1;0;0;0;0;3;0;0;1;1;0;1;0;0;9;0;0;0;0;0;0;2;100;62.0
3305307;3;33;5307;9357;398.057;23.50668371615121;0;-21.9578;-42.1328;0;1;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;1;0;0;0;0;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;1;15;52.0
3305406;3;33;5406;18228;540.673;33.71353849739121;0;-21.9949;-42.9142;0;1;0;0;1;0;1;0;1;0;0;10;3;2;0;1;0;0;0;0;0;0;3;0;0;5;0;0;1;0;0;7;0;0;1;0;1;0;0;38;0.0
3305505;3;33;5505;89170;352.13;253.23034106721946;0;-22.9292;-42.5099;0;1;1;0;1;0;0;0;1;0;0;14;25;75;1;0;0;2;0;0;0;0;3;0;0;1;4;0;0;1;0;19;0;0;1;0;0;0;0;150;156.0
3305554;3;33;5554;82312;283.634;290.20498247741807;0;-22.7526;-43.7155;0;1;0;0;1;0;1;0;2;0;0;22;7;7;0;1;1;0;0;0;0;0;2;0;4;1;1;0;1;0;0;4;0;0;0;0;2;0;0;58;27.0
3305604;3;33;5604;21774;937.755;23.21928435465553;0;-22.6574;-42.3961;0;1;0;0;1;0;0;0;1;0;0;13;4;1;0;1;0;1;0;0;0;0;3;2;0;3;1;0;0;0;0;3;0;0;1;0;2;0;1;39;40.0
3305703;3;33;5703;15623;413.37;37.79422793139318;0;-22.0485;-42.6761;0;1;0;0;0;0;0;0;1;0;0;6;5;1;0;0;0;1;0;0;0;0;0;0;0;8;0;0;1;0;0;3;0;0;1;0;1;0;1;30;25.0
3305752;3;33;5752;34309;142.529;240.71592447852717;0;-22.7423;-42.7202;0;1;0;0;1;0;0;0;1;0;0;12;7;4;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;4;0;0;2;0;1;0;2;39;214.0
3305802;3;33;5802;182594;773.3380000000002;236.1115062236693;0;-22.4165;-42.9752;0;1;0;0;2;0;1;0;2;0;0;23;57;169;0;2;1;3;0;0;0;0;16;0;1;0;3;0;0;1;0;13;0;0;2;0;1;0;3;301;427.0
3305901;3;33;5901;10626;588.534;18.05503165492563;0;-22.0638;-42.0643;0;1;0;0;0;0;0;0;0;0;0;5;0;4;0;1;0;1;0;0;0;0;1;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;0;24;41.0
3306008;3;33;6008;81804;322.843;253.38632090520775;0;-22.1165;-43.2185;0;1;1;0;2;1;0;1;2;0;0;1;61;188;0;0;1;2;0;0;0;0;6;3;0;33;1;0;0;3;1;27;0;0;2;0;4;0;0;341;318.0
3306107;3;33;6107;76523;1300.767;58.82913696303796;0;-22.2445;-43.7129;0;1;0;0;1;0;1;0;3;0;0;28;11;66;0;3;0;5;0;0;0;0;6;2;1;3;0;0;2;0;0;14;0;0;1;0;3;0;0;151;351.0
3306156;3;33;6156;11000;201.938;54.47216472382613;0;-20.9276;-41.8701;0;1;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;17;41.0
3306206;3;33;6206;36896;535.638;68.8823421788596;0;-22.4059;-43.6686;0;1;0;0;1;0;1;0;1;0;0;14;15;55;0;0;1;3;0;0;1;0;1;0;0;7;0;0;0;0;0;6;0;0;1;0;2;0;1;111;525.0
3306305;3;33;6305;273012;182.105;1499.2010104060846;0;-22.5202;-44.0996;0;1;1;0;2;1;1;1;5;0;0;54;177;401;3;4;2;15;0;0;0;0;9;2;0;2;1;0;1;2;1;54;0;0;2;0;4;0;1;747;1300.0
3500105;3;35;105;35068;411.987;85.11919065407405;0;-21.682;-51.0737;0;1;0;0;0;0;1;0;1;0;0;8;18;140;0;1;1;1;0;0;0;0;6;0;0;0;0;0;0;0;0;16;0;0;4;0;1;0;1;200;240.0
3500204;3;35;204;3562;211.055;16.877117339082233;0;-21.2325;-49.6451;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0.0
3500303;3;35;303;36305;474.554;76.50341162438836;0;-22.0572;-46.9735;0;1;0;0;0;0;0;0;1;0;0;5;3;52;1;4;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;6;0;0;2;0;1;0;0;80;86.0
3500402;3;35;402;8180;142.673;57.333903401484505;0;-21.9319;-46.7176;0;1;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0.0
3500501;3;35;501;18705;60.12600000000001;311.0966969364335;0;-22.4733;-46.6314;0;1;0;0;0;0;0;0;1;0;0;7;9;24;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;51;42.0
3500550;3;35;550;6075;404.463;15.019915295094973;0;-22.8812;-49.2421;0;1;0;0;0;0;0;0;0;0;0;3;1;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0.0
3500600;3;35;600;3451;3.612;955.4263565891472;0;-22.5977;-47.8734;0;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;9;0.0
3500709;3;35;709;37214;966.708;38.495595360750094;0;-22.4694;-48.9863;0;1;0;0;0;0;0;0;1;0;0;7;3;27;0;0;0;1;0;0;0;0;2;0;0;4;1;0;0;0;0;2;0;0;0;0;1;0;0;50;60.0
3500758;3;35;758;6025;159.6;37.75062656641604;0;-23.5503;-47.898;0;1;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;10;0.0
3500808;3;35;808;4166;118.915;35.033427237943066;0;-21.9527;-51.413999999999994;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.0
3500907;3;35;907;4160;313.007;13.290437594047413;0;-20.5242;-49.0571;0;1;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0.0
3501004;3;35;1004;16184;928.956;17.42170780962715;0;-21.0214;-47.3712;0;1;0;0;0;0;2;0;1;0;0;6;7;31;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;55;31.0
3501103;3;35;1103;4099;318.574;12.866712286627283;0;-21.5811;-50.168;0;1;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;22.0
3501152;3;35;1152;18628;83.66;222.66316041118816;0;-23.5306;-47.2546;0;1;0;0;1;0;0;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;16;0.0
